SKU ID,Category,Brand,Product Name,Size,Unnamed: 5,Variants,Distribution Area,Distributor Price (Ctn),Distributor Price (Pcs),Consumer Price (Ctn),Consumer Price (Pcs),Pcs per Ctn,MOQ,Product Picture
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Original,Jabodetabek,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,BBQ,Jabodetabek,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Jagung Manis,Jabodetabek,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Tempe Balado,Jabodetabek,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Original,Jawa Barat,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,BBQ,Jawa Barat,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Jagung Manis,Jawa Barat,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Tempe Balado,Jawa Barat,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Original,Jawa Tengah,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,BBQ,Jawa Tengah,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Jagung Manis,Jawa Tengah,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG001,Snack,Anak Tempe,Keripik Tempe,15 gr,Anak Tempe Keripik Tempe - 15 gr,Tempe Balado,Jawa Tengah,"56,000","1,400","80,000","2,000",40,200,https://drive.google.com/file/d/1EoWVR2XKaqJGLj22dDNYgg_xZTaWsBgi/view?usp=drive_link
FMCG002,Snack,Let'z,Popcorn,20 gr,Let'z Popcorn - 20 gr,Caramel,Jabodetabek,"44,500","1,483","60,000","2,000",30,200,https://drive.google.com/file/d/1Vo8PDkm34UbtcI9AqlpiMErr5CqoJAdP/view?usp=drive_link
FMCG002,Snack,Let'z,Popcorn,20 gr,Let'z Popcorn - 20 gr,Caramel,Jawa Barat,"44,500","1,483","60,000","2,000",30,650,https://drive.google.com/file/d/1Vo8PDkm34UbtcI9AqlpiMErr5CqoJAdP/view?usp=drive_link
FMCG002,Snack,Let'z,Popcorn,20 gr,Let'z Popcorn - 20 gr,Caramel,Jawa Tengah,"44,500","1,483","60,000","2,000",30,"1,300",https://drive.google.com/file/d/1Vo8PDkm34UbtcI9AqlpiMErr5CqoJAdP/view?usp=drive_link
FMCG002,Snack,Let'z,Popcorn,20 gr,Let'z Popcorn - 20 gr,Caramel,Jawa Timur,"44,500","1,483","60,000","2,000",30,"1,300",https://drive.google.com/file/d/1Vo8PDkm34UbtcI9AqlpiMErr5CqoJAdP/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Leci,Jabodetabek,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Anggur,Jabodetabek,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Strawberry,Jabodetabek,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Jeruk,Jabodetabek,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Leci,Jawa Barat,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Anggur,Jawa Barat,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Strawberry,Jawa Barat,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Jeruk,Jawa Barat,"57,600","1,440","80,000","2,000",40,680,https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Leci,Jawa Tengah,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Anggur,Jawa Tengah,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Strawberry,Jawa Tengah,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Jeruk,Jawa Tengah,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Leci,Jawa Timur,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Anggur,Jawa Timur,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Strawberry,Jawa Timur,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG003,Snack,Let'z,Gula Kapas,10 gr,Let'z Gula Kapas - 10 gr,Jeruk,Jawa Timur,"57,600","1,440","80,000","2,000",40,"1,300",https://drive.google.com/file/d/1-oMDVEdUhBvURMlbImAGGjZBxR_8vdVL/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Original,Jabodetabek,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Beef Bulgogi,Jabodetabek,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Keju Balado,Jabodetabek,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
